station_id,station_name,address,phone,longitude,latitude,city_id,operator_id,spec_id,opening_hours,has_restroom,parking_spots
21,国家电网汽车充电站(江西省赣州市宁都县公园东街2号停车场充电站),黄陂镇314省道,19179791366,115.8834092,26.69148973,2,3,3,24小时,TRUE,48
22,驴充充汽车充电站(下湾充电桩160千瓦超级快充47分钟充了98度电有图片展示),钓峰乡钓峰中小学,13766367822,115.9271138,26.69989642,2,1,3,24小时,TRUE,7
23,特来电汽车充电站(宁都县黄陂道班停车区充电站),黄陂道班停车区,18179701888,115.8262721,26.69159118,2,4,3,24小时,FALSE,9
24,中国石化汽车充电站(黄陂镇政府充电站),黄陂镇人民政府,95105888,115.8455969,26.69566511,2,5,1,24小时,FALSE,18
25,宁都万鑫充电汽车充电站(万鑫超级充电站黄陂站),镇南路黄陂车站西侧约170米,[],115.8534216,26.69152683,2,4,5,24小时,FALSE,46
26,国家电网汽车充电站(江西省赣州市兴国县枫边乡城市公共充电站),枫边乡枫边供电所门口,13870718609,115.4706858,26.6405099,6,2,3,24小时,FALSE,13
27,星星充电汽车充电站(枫边乡),枫边乡政府院内,4008280768,115.4707721,26.64056914,6,5,1,24小时,FALSE,42
28,卫莱电汽车充电站(兴国县崇贤乡贺堂村充电桩),崇贤乡贺堂村,13005413969,115.3693536,26.6274888,6,5,3,24小时,FALSE,28
29,国家电网汽车充电站(江西省赣州市宁都县安福乡安福供电服务站公共充电站),安福乡安福供电服务站公共充电站,13766312169,115.9695231,26.62809447,2,2,1,24小时,FALSE,10
30,小桔充电汽车充电站(宁都县安福乡人民政府充电站),安福乡人民政府,4000610999,115.9692537,26.62958831,2,1,1,24小时,TRUE,45
31,小桔充电汽车充电站(宁都县蔡江乡蔡江酒家充电站),蔡江乡综合行政执法大队,4000610999,115.8110628,26.61363403,2,4,1,24小时,TRUE,29
32,国家电网汽车充电站(江西省赣州市宁都县石上镇石上供电所公共充电站),石上镇石上供电所公共充电站,13767720781,116.06215,26.62122655,2,5,3,24小时,FALSE,38
33,卫莱电汽车充电站(荣创巨稳印象南坑农庄充电站),南坑乡派出所旁边,13699830691,115.6639336,26.60626077,6,5,3,24小时,TRUE,48
34,国家电网汽车充电站(江西省赣州市兴国县南坑乡南坑供电所城市公共充电站),南坑乡南坑村村委会门口,13870718609,115.66704,26.60634783,6,1,5,24小时,FALSE,46
35,兴国北服务区特来电电动汽车充电站,宁兴高速公路兴国北服务区(北侧),[],115.6393675,26.59408576,6,1,3,24小时,FALSE,32
36,理想汽车超级充电站(理想5C超充站宁兴高速兴国北服务区兴国方向),兴国北服务区,4006860400,115.6396061,26.59380234,6,4,1,24小时,TRUE,21
37,蔚来换电站,S55宁兴高速兴国北服务区(宁兴高速兴国方向),[],115.6378118,26.5937282,6,2,5,24小时,TRUE,45
38,小桔充电汽车充电站(沃尔泰莲湖充电站),石上镇莲湖服务区(G236线),4000610999,116.0475404,26.59305451,2,5,3,24小时,TRUE,14
39,小桔充电汽车充电站(宁都县湛田乡湛田中学充电站),湛田乡425县道湛田中学,4000610999,116.1605984,26.59734595,2,2,3,24小时,TRUE,43
40,国家电网汽车充电站(江西省赣州市宁都县湛田乡湛田供电服务站充电站),湛田健民大药房,15970719232,116.1602379,26.59223171,2,4,3,24小时,TRUE,12
41,理想汽车超级充电站(理想5C超充站宁兴高速兴国北服务区宁都方向),兴国北服务区,4006860400,115.6369023,26.59162639,6,3,3,24小时,TRUE,8
42,蔚来换电站(宁都方向S55宁兴高速兴国北服务区),S55宁兴高速,[],115.6385199,26.59191687,6,5,1,24小时,TRUE,10
43,星星充电汽车充电站(星星充电-荣创老营盘充电站),老营盘村钟勇卫生室,13005413969,115.2288371,26.55273925,6,4,5,24小时,TRUE,39
44,云快充汽车充电站(荣创巨稳崇贤乡充电站),崇贤乡G238(垇上坪),[],115.3480347,26.55277297,6,2,1,24小时,FALSE,40
45,汽车充电站(云快充荣创巨稳崇贤乡站),崇贤乡G238(垇上坪),[],115.3478471,26.55255124,6,3,1,24小时,FALSE,18
46,国家电网汽车充电站(江西省赣州市兴国县良村镇良村供电所城市公共充电站),良村镇良村中学对面,13870718609,115.569255,26.5569917,6,2,5,24小时,FALSE,30
47,驴充充汽车充电站(兴国良村镇乡野人家农庄),S450长兴居,0797-966999,115.5686332,26.55502471,6,3,5,24小时,FALSE,38
48,汽车充电站(良村镇站),良村镇良村村上街组,[],115.5712206,26.5576408,6,1,3,24小时,TRUE,19
49,星星充电汽车充电站(良村镇),良村镇政府(794县道南),4008280768,115.5763325,26.5583873,6,3,1,24小时,TRUE,42
50,驴充充汽车充电站(良村镇充电站),以南500米中国石化(江西赣州兴国良村加油站),0797-966999,115.5714528,26.55790807,6,2,5,24小时,TRUE,5
51,星星充电汽车充电站(崇贤乡),崇贤乡政府门口,4008280768,115.3454931,26.545513,6,1,1,24小时,TRUE,9
52,兴国县崇贤乡人民政府汽车充电站,238国道,[],115.3455161,26.5451819,6,3,1,24小时,TRUE,37
53,卫莱电汽车充电站(赣州卫莱电崇贤充电站),崇贤村红胜组,15350368772,115.3488065,26.5499182,6,3,1,24小时,FALSE,18
54,驴充充汽车充电站(江西省民拓建材有限公司),良村镇S450瑶前排,0797-966999,115.5524853,26.54011899,6,2,5,24小时,FALSE,20
55,国家电网汽车充电站(江西省赣州市宁都县会同乡会同供电所公共充电站),会同乡会同供电所公共充电站,19379562103,116.0999854,26.52724291,2,4,3,24小时,TRUE,11
56,驴充充汽车充电站(兴琴汽车快充电站),城岗镇杨屋组34号驴充充充电站(兴琴充电站),18170783798,115.4990422,26.51486103,6,4,1,24小时,FALSE,32
57,国家电网汽车充电站(江西省赣州市宁都县中山北路285号停车场充电站),梅江镇208省道,19179791366,116.0220915,26.52206486,2,4,3,24小时,TRUE,48
58,国家电网汽车充电站(江西省赣州市兴国县城岗乡城岗供电所城市公共充电站),城岗镇人民政府门口,13870718609,115.4894845,26.50901504,6,1,5,24小时,TRUE,30
59,星星充电汽车充电站(城岗乡),794县道西150米,4008280768,115.4896149,26.50913946,6,3,5,24小时,TRUE,20
60,星星充电汽车充电站(方太乡),632乡道,4008280768,115.3886318,26.51179655,6,2,1,24小时,FALSE,13
61,宁都县翠微峰景区东门科大智能充电站,翠微峰国家森林公园东入口停车场,[],115.9906292,26.50935708,2,2,3,24小时,FALSE,34
62,车电网汽车充电站(石城县城投集团-八卦脑服务区),售票处,13387078908,116.4773685,26.50557913,2,4,1,24小时,TRUE,8
63,云快充汽车充电站(荣创巨稳兴国西高速路口充电站一米八餐馆),高兴镇长迳村新山组兴国西高速公路出口竹子坑与319国道交叉口南20米,13005413969;4008288517,115.2784886,26.49628425,6,5,5,24小时,TRUE,10
64,蔚景云汽车充电站(宁都万鑫超级充电站麻里排站),梅江镇北门麻里排8号,4006803880,116.0216556,26.49604008,2,2,1,24小时,FALSE,36
65,国家电网汽车充电站(江西省赣州市宁都县中央苏区反围剿战争纪念馆充电站),中央苏区反围剿战争纪念馆停车场,19379572690,116.0030964,26.49719433,2,2,3,24小时,FALSE,8
66,驴充充充电站(宁都县中学新校区),文鼎大道与外环路交叉口东440米,[],115.9937978,26.49636935,2,4,1,24小时,TRUE,29
67,汽车充电站(登峰工投翠微宾馆智慧超充站),宁都中学东侧430米,[],115.9974149,26.50051936,2,4,3,24小时,FALSE,32
68,国家电网汽车充电站(江西省赣州市宁都县龙溪路294号充电站),G236外环路翠岗变电站旁,19179791366,115.9896261,26.49575487,2,5,5,24小时,FALSE,14
69,车电网汽车充电站(石城县城投集团-木兰乡),木兰乡487县道,13387078908,116.3897883,26.49362526,5,2,1,24小时,TRUE,42
70,国家电网汽车充电站(江西省赣州市石城县木兰乡木兰供电服务站城市公共充电站),木兰乡老屋下,0797-5729025,116.3900482,26.49344013,1,3,5,24小时,TRUE,8
71,66益星充电汽车充电站(66益星充电.宁都公司),文乡社区文鼎路,4008889498,115.9940731,26.49558332,2,4,5,24小时,TRUE,8
72,星星充电汽车充电站(兴江乡),兴江乡公共停车场,4008280768,115.7739454,26.48722463,6,1,5,24小时,TRUE,9
73,国家电网汽车充电站(江西省赣州市兴国县兴江乡城市公共充电站),兴江乡,13870718609,115.7733841,26.4932256,6,1,5,24小时,TRUE,30
74,66益星充电汽车充电站(安惠小区A1栋3号桩),翠微西路,4008889498,116.0156811,26.49020742,2,5,1,24小时,TRUE,42
75,66益星充电汽车充电站(安惠小区A1栋2号桩),翠微西路,4008889498,116.0155515,26.4902628,2,1,5,24小时,TRUE,31
76,66益星充电汽车充电站(A1栋1号桩),翠微西路,4008889498,116.0155215,26.49026489,2,5,5,24小时,FALSE,21
77,66益星充电汽车充电站(1号桩),梅江镇登峰大道,4008889498,116.0065072,26.48842487,2,3,1,24小时,TRUE,21
78,京城国际大酒店地下室(汽车充电站),登峰大道114号,19970828119,116.0075241,26.4906074,2,2,3,24小时,FALSE,34
79,超翔汽车充电站(宁都·京城国际汽车充电桩),京城国际地下室,19970828119,116.0065668,26.49146547,2,1,3,24小时,TRUE,34
80,驴充充汽车充电站(北京城建京城国际东大门下地下室左拐在右拐30米),京城国际停车场,0797-966999,116.0067612,26.49156292,2,5,5,24小时,TRUE,9
81,中国铁塔汽车充电站(江西赣州宁都翠微农贸市场充电站),翠微西路宁都翠微医院东北侧约190米翠微农贸市场停车场,10096,116.0104208,26.49045378,2,2,5,24小时,FALSE,13
82,星星充电汽车充电站(茶园乡)(暂停营业),茶园乡加油站斜对面,4008280768,115.1620158,26.47693066,6,1,3,24小时,TRUE,28
83,66益星充电汽车充电站(天德铭扬苑小区),登峰大道,4008889498,116.0082431,26.47563028,2,2,3,24小时,FALSE,39
84,国家电网汽车充电站(江西省赣州市宁都县城东营业厅充电站),梅江镇宁瑞路,19179791366,116.0246781,26.47750303,2,3,5,24小时,TRUE,47
85,龙溪公园-科大智能充电站,龙溪湾骑行道龙溪湖公园,18679702321,116.0086614,26.48274597,2,3,5,24小时,TRUE,13
86,驴充充汽车充电站(宁都宾馆),博生西路22号宁都宾馆(博生西路北),400-9155-388,116.0127003,26.47844293,2,1,3,24小时,TRUE,40
87,中国石化汽车充电站(翠微充电站),登峰加油站,95105888,115.9880884,26.4718792,2,3,1,24小时,FALSE,43
88,中国石化汽车充电站(江东站),梅江镇广宁线中国石化加油站地面停车场(江东大厦东北),95105888,116.0195682,26.46776131,2,3,1,24小时,TRUE,48
89,星星充电汽车充电站(鸿顺新能源充电站),梅江镇新庄红绿灯旁金洲国际一楼,4008280768,116.0182659,26.46496416,2,3,5,24小时,FALSE,21
90,润诚达汽车充电站(宁都书香门第站),赣州市宁都县赣州市宁都县环西路宁都中学东北侧约120米书香门第营销中心,13970127239,116.0134585,26.47308324,2,1,1,24小时,FALSE,22
91,书香门第充电站,环西南路15号,[],116.0133857,26.47295942,2,1,1,24小时,FALSE,13
92,太森智能汽车充电站(天鼎大酒店),"登峰大道26天鼎铭聚内,天鼎国际酒店内0米",400-0797-009,116.0085627,26.46871539,2,3,5,24小时,TRUE,33
93,星星充电汽车充电站(星星充电-宁都汽车站充电站),宁都县汽车站充电站,17770102634,116.0191037,26.46403853,2,4,5,24小时,TRUE,12
94,中国铁塔汽车充电站(江西赣州宁都县市民公园充电站),思进路城南市民公园停车场,10096,116.0043153,26.4646119,2,2,1,24小时,TRUE,28
95,国家电网汽车充电站(江西省赣州市石城县高田镇高田供电服务站城市公共充电站),高田镇高田中心小学,0797-5777299,116.4745771,26.47363597,3,4,5,24小时,TRUE,7
96,中国铁塔汽车充电站(江西赣州宁都忆境江南酒店充电站),梅江镇319国道永宁桥头东南100米忆境江南花园酒店停车场,10096,116.0214678,26.45835028,2,3,3,24小时,TRUE,27
97,星星充电汽车充电站(星星充电-宁都金硕比亚迪充电站),名仕公馆停车场,17770102634,116.0215476,26.45888322,2,2,1,24小时,TRUE,27
98,星星充电汽车充电站(维也纳酒店停车场充电桩),梅江镇新庄维也纳酒店地面停车场,15279775999,116.0205851,26.45916896,2,4,5,24小时,TRUE,20
99,特来电汽车充电站(宁都县顺精新能源汽车充电站),梅江镇新庄维也纳酒店楼下顺精新能源汽贸,13766398657,116.0209063,26.45945516,2,2,1,24小时,FALSE,6
100,驴充充汽车充电站(驴充充宁都祥龙充电桩),泉峰云天大酒店西北(319国道东)宁都祥龙汽贸,18807076789,116.0215974,26.45926319,2,3,1,24小时,FALSE,47
101,达克云汽车充电站(新庄汽车站点),赣江源大道3-1号,17770779391;4006717555,116.0191386,26.4639224,2,2,5,24小时,FALSE,15
102,小桔充电汽车充电站(沃尔泰兴国高兴镇高兴村充电站),高兴镇319国道,4000610999,115.2803996,26.44678793,6,1,5,24小时,FALSE,7
103,星星充电汽车充电站(星星充电-古龙岗镇大湾上快充充电站),古龙岗镇龙岗村大湾上,15216144985,115.7080853,26.44911585,6,2,3,24小时,TRUE,34
104,星星充电汽车充电站(星星充电-古龙岗镇大湾上快充充电站2),古龙岗镇龙岗村大湾上,15216144985,115.7080853,26.44911585,6,3,3,24小时,TRUE,19
105,汽车充电站(普利宁都九州国际酒店),宁都大道5-27号,[],116.0025149,26.4464248,2,2,1,24小时,FALSE,26
106,人民医院汽车充电桩,中山南路90-71号,[],116.0040161,26.45183697,2,1,3,24小时,FALSE,27
107,国家电网汽车充电站(江西省赣州市兴国县高兴镇城市公共充电站),高兴镇高兴供电所门口,13870718609,115.2938482,26.43482082,6,5,5,24小时,FALSE,48
108,云快充汽车充电站(荣创巨稳龙岗饭店兴国东高速路口充电站),兴国东高速路口龙岗饭店,13005413969;4008288517,115.7049396,26.43909985,6,3,5,24小时,TRUE,12
109,驴充充汽车充电站(好客酒家),古龙岗镇456县道兴国东收费站G72泉南高速出口东北230米好客酒家,0797-966999,115.7095846,26.43611976,6,2,3,24小时,FALSE,7
110,超翔汽车充电站(宁都青塘镇卫生院汽车充电桩),宁都青塘卫生院,19970828119,115.8487073,26.44153541,2,5,1,24小时,FALSE,27
111,特来电汽车充电站(宁都县青塘服务区充电站),青塘镇,18179701888,115.8480958,26.44207658,2,3,5,24小时,FALSE,43
112,星星充电汽车充电站(古龙岗镇),古龙岗镇龙岗服务区,4008280768,115.6968421,26.43991111,6,1,5,24小时,FALSE,41
113,国家电网汽车充电站(江西省赣州市兴国县古龙岗镇城市公共充电站),古龙岗镇龙岗供电所旁,13870718609,115.6966903,26.44020345,6,3,1,24小时,TRUE,50
114,星星充电汽车充电站(高兴镇),高兴镇高兴村高兴小学旁,4008280768,115.2865008,26.43648045,6,1,3,24小时,TRUE,28
115,国家电网汽车充电站(江西省赣州市兴国县兴莲乡城市公共充电站),兴莲乡兴莲供电所门口,13870718609,115.56119,26.43530251,6,1,3,24小时,FALSE,44
116,星星充电汽车充电站(兴莲乡),兴莲乡,4008280768,115.5610398,26.43485015,6,1,3,24小时,FALSE,37
117,中国铁塔汽车充电站(江西赣州宁都县翡翠城充电站),凌云大道东投翡翠城北面停车场,10096,115.9954071,26.44157582,2,4,3,24小时,FALSE,30
118,中国石化汽车充电站(新兴站),梅江镇水东工业园庵边村中国石化加油站,95105888,116.0138549,26.43922384,2,3,5,24小时,TRUE,17
119,车电网汽车充电站(石城县城投集团-小松市民公园),小松镇中心公立幼儿园,13387078908,116.3034519,26.4401923,7,2,3,24小时,FALSE,30
120,蔚景云汽车充电站(荣创巨稳鼎龙高速路口充电站),鼎龙乡江西交通投资集团兴国养护站,13332954630;4000826699,115.4217727,26.43122089,6,1,5,24小时,FALSE,23
121,云快充汽车充电站(荣创巨稳来坳餐馆充电站),鼎龙镇,[],115.4194623,26.42474525,6,4,1,24小时,FALSE,34
122,星星充电汽车充电站(官田收费站),G72泉南高速,19070198831;4008280768,115.5762016,26.43079123,6,4,3,24小时,TRUE,37
123,卫莱电汽车充电站(荣创鼎龙高速路口充电站),区荣创巨稳鼎龙高速路口充电站,19970971176,115.4219329,26.43139513,6,2,3,24小时,TRUE,23
124,理想汽车超级充电站(理想5C超充站泉南高速兴国服务区南宁方向),鼎龙乡兴国服务区电动汽车充电站兴国服务区,4006860400,115.4561891,26.43054952,6,5,5,24小时,FALSE,10
125,星星充电汽车充电站(兴国服务区北区),鼎龙乡兴国服务区电动汽车充电站兴国服务区,4008280768,115.45617,26.43067251,6,3,1,24小时,TRUE,17
126,星星充电汽车充电站(兴国服务区南区),鼎龙乡兴国服务区(泉南高速泉州方向),4008280768,115.4568822,26.42827942,6,1,1,24小时,TRUE,20
127,理想汽车超级充电站(理想5C超充站泉南高速兴国服务区泉州方向),兴国服务区,4006860400,115.4568461,26.42809627,6,5,3,24小时,TRUE,34
128,兴国服务区电动汽车充电站,兴国服务区附近,[],115.4568862,26.42826043,6,5,3,24小时,TRUE,50
129,星星充电汽车充电站(兴国东收费站),兴国东收费站(G72泉南高速出口),4008280768,115.7074771,26.43361462,6,4,5,24小时,FALSE,30
130,星星充电汽车充电站(瑞腾建材兴国老圩村电动汽车充电站),高兴镇老圩村下街组,13970135618,115.292521,26.42886591,6,2,1,24小时,TRUE,11
131,星星充电汽车充电站(交警队高兴中队),高兴镇,4008280768,115.2929999,26.43190919,6,2,3,24小时,TRUE,49
132,66益星充电汽车充电站(1号桩),青塘镇赤水村,4008889498,115.8226747,26.43387794,2,4,5,24小时,TRUE,40
133,国家电网汽车充电站(江西省赣州市石城县小松营业厅充电站),小松镇206国道石城县公安局交通警察大队小松中队,19179791366,116.3109542,26.42712436,2,4,1,24小时,TRUE,34
134,国家电网汽车充电站(江西省赣州市石城县小松镇罗源村小松供电所),小松镇206国道,0797-5781351,116.3113185,26.42662551,6,4,5,24小时,FALSE,40
135,车电网汽车充电站(石城县城投集团-丰山市民公园),丰山乡490县道中国能源丰山加油站,13387078908,116.4374136,26.42675976,3,4,3,24小时,FALSE,21
136,国家电网汽车充电站(江西省赣州市石城县丰山乡丰山供电服务站城市公共充电站),[],0797-5777299,116.4380168,26.42721098,5,5,1,24小时,FALSE,45
137,国家电网汽车充电站(江西省赣州市兴国县鼎龙乡城市公共充电站),鼎龙乡人民政府,13870718609,115.4545947,26.41744417,6,3,1,24小时,FALSE,9
138,宁都西服务区电动汽车充电站,青塘镇宁都西服务区电动汽车充电站宁都西服务区,4008280768,115.8748342,26.41531651,2,3,5,24小时,TRUE,22
139,驴充充新能源汽车充电站(宁都县工业园原昌厦公路充电站),力汉公司楼下场地,15970667936,116.0121599,26.42285126,2,3,3,24小时,TRUE,13
140,荣创巨稳高兴欧阳餐馆汽车充电站,238国道与厦成线交叉口西北200米,13005413969,115.2987265,26.41411064,6,2,1,24小时,FALSE,49
141,云快充汽车充电站(荣创欧阳餐馆充电站),高兴镇G2荣创巨稳充电站,[],115.2986456,26.4144519,6,2,1,24小时,TRUE,31
142,星星充电汽车充电站(宁都西服务区东区),青塘镇宁都西服务区小桔充电站宁都西服务区,4008280768,115.8753292,26.41109942,2,3,3,24小时,FALSE,31
143,宁都西服务区小桔充电站,G6011南韶高速与宁都西服务区交叉口东南160米,[],115.8753242,26.41108341,2,2,1,24小时,FALSE,29
144,特来电汽车充电站(特来电汽车充电站梅窖),梅窖镇工业园区,15970889158,115.7692087,26.40405373,6,1,5,24小时,FALSE,35
145,国家电网汽车充电站(江西省赣州市兴国县梅窖镇城市公共充电站),梅窖镇,13870718609,115.7632124,26.40216843,6,3,1,24小时,FALSE,29
146,驴充充汽车充电站(如意商务宾馆附近24米),S451如意商务宾馆附近26米,0797-966999,115.7598229,26.40132307,6,5,3,24小时,TRUE,36
147,中国铁塔汽车充电站(江西赣州宁都工业园充电站),竹笮乡,10096,115.9893776,26.40355691,2,3,1,24小时,FALSE,36
148,中国铁塔汽车充电站(江西赣州宁都工业园重卡充电站),竹笮镇婴响力集团有限公司对面,10096,115.9893397,26.40359303,2,4,1,24小时,FALSE,47
149,国家电网汽车充电站(江西省赣州市宁都县宁都大道888号充电站),竹笮乡国家电网(水东供电营业厅),19179791366,115.9988447,26.40352412,2,4,5,24小时,TRUE,34
150,星星充电汽车充电站(星星充电-恒兴建材充电站),高兴镇G328国道恒兴建材厂,13576688072,115.312967,26.39289816,6,5,1,24小时,TRUE,30
151,星星充电汽车充电站(星星充电-兴国睿科安防充电站),高兴镇上石组20号,18579715310,115.3136716,26.39076501,6,5,5,24小时,TRUE,10
152,国家电网汽车充电站(江西省赣州市宁都县青塘镇青塘供电所公共充电站),青塘镇青塘供电所公共充电站,15007092232,115.8539924,26.39151391,2,4,5,24小时,TRUE,34
153,小桔充电汽车充电站(宁都县田埠乡退役军人服务站充电站),田埠村,4000610999,116.1929823,26.39477762,2,1,1,24小时,FALSE,29
154,国家电网汽车充电站(江西省赣州市宁都县田埠乡田埠供电服务站公共充电站),田埠乡田埠村,19179791366,116.1929793,26.39476561,2,2,3,24小时,FALSE,25
155,特来电汽车充电站(宁都县赖村镇长兴驿站充电站),赖村镇如意饭店,13970106341,115.8701897,26.37846585,2,4,3,24小时,FALSE,31
156,星星充电汽车充电站(宁都南服务区南区),竹笮镇宁都南服务区电动汽车充电站,4008280768,115.928512,26.3835068,2,1,3,24小时,FALSE,6
157,理想汽车超级充电站(理想5C超充站泉南高速宁都南服务区泉州方向),宁都南服务区,4006860400,115.928541,26.38402097,2,5,5,24小时,TRUE,27
158,宁都南服务区电动汽车充电站,[],4008280768,115.9350508,26.38381489,2,1,1,24小时,TRUE,6
159,星星充电汽车充电站(梅窖三寮景区),梅窖镇三僚村,4008280768,115.7359098,26.3695812,6,2,1,24小时,TRUE,44
160,星星充电汽车充电站(住建局),梅窖镇三僚村(十二生肖售票处旁边),4008280768,115.722886,26.36576834,6,2,1,24小时,TRUE,35
161,小桔充电汽车充电站(沃尔泰赖村充电站),319国道赖村服务区,4000610999,115.855386,26.36781741,2,1,5,24小时,TRUE,34
162,能效邻里共享汽车充电站(能效充电站),潋江镇杨澄村金叶新村,17770706323,115.3455666,26.36391561,6,3,5,24小时,FALSE,15
163,特来电汽车充电站(赣州航建建材充电站),镁佳新型材料有限公司,18797975400,115.3278234,26.36009846,6,5,5,24小时,TRUE,15
164,国家电网汽车充电站(江西省赣州市兴国县隆坪乡城市公共充电站),隆坪乡中国石化隆坪加油站旁,13870718609,115.2348038,26.3600969,6,1,3,24小时,TRUE,24
165,汽车充电站(红兴谷北区站),红兴楼南侧180米,4006717555,115.336941,26.36189211,6,4,5,24小时,FALSE,50
166,国家电网汽车充电站(江西省赣州市兴国县长冈营业厅门口停车场充电站),长冈乡城兴段,19179791366,115.365294,26.36052672,6,1,1,24小时,TRUE,11
167,红兴谷(南区)充电站,红兴楼北侧120米,[],115.3398424,26.35774204,6,3,5,24小时,TRUE,41
168,星星充电汽车充电站(星星充电-荣创兴国聚贤楼充电站),红军路5-13号,13005413969,115.3712668,26.35647222,6,3,1,24小时,FALSE,47
169,国家电网汽车充电站(江西省赣州市兴国县东村乡城市公共充电站),东村乡东村供电所,13870718609,115.5525282,26.36290229,6,1,3,24小时,FALSE,5
170,星星充电汽车充电站(东村乡),455县道附近,4008280768,115.5517668,26.3593264,6,4,3,24小时,TRUE,32
171,驴充充汽车充电站(隆坪驴充充汽车充电站),Y639隆坪中心小学西北侧约250米芳芳副食店(Y639店),15970715066,115.2314024,26.36176112,6,4,3,24小时,TRUE,32
172,星星充电汽车充电站(均村乡),均村乡政府院内,4008280768,115.0945817,26.36530943,6,5,1,24小时,FALSE,44
173,星星充电汽车充电站(隆坪乡),隆坪乡政府院内,4008280768,115.2307922,26.3603362,6,4,5,24小时,FALSE,32
174,领傲汽车充电站(江西省宁都县民富驿站充电站),赖村镇319国道,4009661610,115.8505529,26.3646076,2,5,5,24小时,FALSE,25
175,卫莱电汽车充电站(宁都南高速口荣创充电站),赖村高速路口,13699830691,115.8464478,26.36300419,2,1,1,24小时,FALSE,33
176,驴充充汽车充电站(驴充充汽车快充站宁都南高速路口锋曜快充站),赖村镇G319(厦成线)驴充充汽车充电站宁都南高速口锋曜充电站,18370959282,115.8409791,26.36083184,2,4,1,24小时,FALSE,26
177,车电网汽车充电站(石城县城投集团-城北物流园),琴江镇206国道,13387078908,116.3378717,26.36485865,8,3,1,24小时,TRUE,36
178,国家电网汽车充电站(江西省赣州市兴国县均村乡均村供电所城市公共充电站),均村乡均村供电所门口,13707973006,115.1007032,26.34967189,6,3,1,24小时,FALSE,26
179,星星充电汽车充电站(人民医院),兴国县人民医院地面停车场,4008280768,115.3271258,26.34775139,6,5,3,24小时,FALSE,40
180,驴充充汽车充电站(兴国博联御府小区),平川大道博联御府博联御府-6栋,15970715066,115.3430723,26.35208583,6,5,1,24小时,TRUE,10
